key,smiles,solvent,peakwavs_max
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,C1COCCO1,398.4222479
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CC1COC(=O)O1,397.6143141
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CCOC(C)=O,398.5175148
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CN(C)C(=O)N(C)C,398.9467805
102,C#Cc1ccc2ccc3cccc4ccc1c2c34,C1CCCCC1,357.0
102,C#Cc1ccc2ccc3cccc4ccc1c2c34,CC#N,356.0
102,C#Cc1ccc2ccc3cccc4ccc1c2c34,CO,355.0
102,C#Cc1ccc2ccc3cccc4ccc1c2c34,ClCCl,358.0
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CN(C)C=O,398.2318506
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CN(C)P(=O)(N(C)C)N(C)C,401.7677782
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CS(C)=O,400.7855397
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,N#Cc1ccccc1,401.3968611
14219,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,454.0
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CC#N,484.9895727
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CC(C)O,474.0010428
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CCO,466.0049397
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,CO,457.9173917
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,NC=O,472.9921483
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,460.9994468
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,OCC(F)(F)F,432.9941546
14221,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,OCCO,462.000462
5860,CCC[Si](CCC)(CCC)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,ClC(Cl)Cl,382.0
13071,N#Cc1cc2ccc3cccc4ccc(c1)c2c34,CCCCCC,388.0
13762,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,379.0
13762,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CC#N,379.0
13762,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,381.0
13762,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CCO,340.0
13762,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,377.0
13762,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CO,339.0
13762,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,382.0
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,C1CCOC1,395.7104982
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,C1COCCO1,396.5421524
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC#N,395.303791
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC(C)=O,394.1663382
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC(C)O,397.8357734
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC1COC(=O)O1,397.1090461
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CCO,398.7876854
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CCOC(C)=O,395.4913981
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CN(C)C(=O)N(C)C,395.5226832
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CN(C)C=O,395.6635277
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CN(C)P(=O)(N(C)C)N(C)C,395.2725404
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CO,399.2175336
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CS(C)=O,397.5352813
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,ClC(Cl)Cl,399.1060026
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,ClCCl,398.7876854
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,N#Cc1ccccc1,398.3111607
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,NC=O,403.4210102
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,O,403.2745897
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,O=C1CCCO1,396.4792641
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,OC(C(F)(F)F)C(F)(F)F,406.0254172
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,OCC(F)(F)F,403.567537
8803,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,OCCO,402.2202558
10162,C[Si](C)(C)C#Cc1cc2ccc3cc(C#C[Si](C)(C)C)cc4ccc(c1)c2c34,Cc1ccccc1,407.0
10187,C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)cc(C=O)c4ccc1c2c43,CO,398.0
10187,C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)cc(C=O)c4ccc1c2c43,ClCCl,403.0
10188,C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,CCCCCC,350.0
10188,C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,CO,349.0
594,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,CC#N,334.0
594,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,CCCCOCCCC,336.0
594,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,CO,334.0
10188,C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,ClCCl,352.0
10189,C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,340.0
10189,C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,CO,340.0
10189,C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,343.0
13410,Nc1ccc2ccc3cccc4ccc1c2c34,CC#N,361.0
13410,Nc1ccc2ccc3cccc4ccc1c2c34,CCCCOCCCC,361.0
13410,Nc1ccc2ccc3cccc4ccc1c2c34,CO,357.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,C1CCOC1,415.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CC#N,414.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CC(C)=O,414.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CCCCCC,411.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CCO,413.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CO,413.0
1291,CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,CCCCCC,346.0
1291,CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,CO,345.0
1291,CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,ClCCl,348.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CS(C)=O,418.0
1293,CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338.0
1293,CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,CO,338.0
1293,CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,341.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,Cc1ccccc1,417.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,ClC(Cl)Cl,421.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,ClCCl,419.0
5590,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,OCC(F)(F)F,425.0
615,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CC#N,339.0
615,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CCCCOCCCC,341.0
615,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CO,338.0
5592,CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CCCCCC,359.0
5592,CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CO,358.0
5592,CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,ClCCl,361.0
14576,OCCCCc1ccc2ccc3cccc4ccc1c2c34,CO,341.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,C1CCOC1,396.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CC#N,395.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CC(C)=O,396.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CCCCCC,393.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CCO,396.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CO,395.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,CS(C)=O,400.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,Cc1ccccc1,399.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,ClC(Cl)Cl,401.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,ClCCl,399.0
5619,CCCCc1ccc2ccc3c(C=O)ccc4ccc1c2c43,OCC(F)(F)F,404.0
5620,CCCCc1ccc2ccc3c(CCCC)cc(C(=O)CCC)c4ccc1c2c34,CO,390.0
5620,CCCCc1ccc2ccc3c(CCCC)cc(C(=O)CCC)c4ccc1c2c34,ClCCl,391.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,C1CCOC1,407.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CC#N,407.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CC(C)=O,407.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CCCCCC,404.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CCO,406.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CO,407.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,CS(C)=O,411.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,Cc1ccccc1,410.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,ClC(Cl)Cl,413.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,ClCCl,411.0
5621,CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,OCC(F)(F)F,415.0
5622,CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CCCCCC,352.0
5622,CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CO,351.0
5622,CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,ClCCl,354.0
5623,CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CCCCCC,344.0
5623,CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CO,344.0
5623,CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,ClCCl,347.0
5624,CCCCc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338.0
5624,CCCCc1ccc2ccc3cccc4ccc1c2c34,CO,338.0
5624,CCCCc1ccc2ccc3cccc4ccc1c2c34,ClCCl,341.0
13484,O=C(CI)NCc1ccc2ccc3cccc4ccc1c2c34,CO,341.0
13485,O=C(CI)Nc1ccc2ccc3cccc4ccc1c2c34,CO,339.0
13486,O=C(CI)OCc1cc2cccc3ccc4cccc1c4c32,CO,341.0
14616,Oc1cc2ccc3cc(O)cc4ccc(c1)c2c34,CO,381.0
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,C1COCCO1,371.5
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,C=CC#N,369.5
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,CC#N,370.5
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,CC(C)=O,369.0
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,368.5
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,CCOC(C)=O,370.0
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,CO,370.6
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,374.5
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,ClCCl,372.5
8123,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,372.0
14662,Oc1ccc2ccc3cccc4ccc1c2c34,Brc1ccccc1,384.4675125
14662,Oc1ccc2ccc3cccc4ccc1c2c34,C1CCCCC1,382.1607368
14662,Oc1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,385.252533
14662,Oc1ccc2ccc3cccc4ccc1c2c34,C1COCCO1,384.6005923
14662,Oc1ccc2ccc3cccc4ccc1c2c34,CC1COC(=O)O1,384.3788438
14662,Oc1ccc2ccc3cccc4ccc1c2c34,CCOC(C)=O,384.0245776
14662,Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)C(=O)N(C)C,386.6527472
14662,Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,386.3838337
14662,Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)P(=O)(N(C)C)N(C)C,388.3344336
14662,Oc1ccc2ccc3cccc4ccc1c2c34,CS(C)=O,387.7020897
14662,Oc1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,383.7298542
14662,Oc1ccc2ccc3cccc4ccc1c2c34,O=C1CCCO1,385.1635019
1436,CC(C)[Si](C#Cc1cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc(C#C[Si](C(C)C)(C(C)C)C(C)C)cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c(c1)c2c34)(C(C)C)C(C)C,ClCCl,389.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,379.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CC#N,379.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,379.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCO,380.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,380.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CO,379.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,381.0
8393,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,379.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,384.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CC#N,382.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,384.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCO,383.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,384.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CO,385.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,387.0
707,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,385.0
13578,O=C(O)CCCOc1cc2ccc3cccc4ccc(c1)c2c34,CO,382.0
13270,NCc1ccc2ccc3cccc4ccc1c2c34,CC#N,341.0
13270,NCc1ccc2ccc3cccc4ccc1c2c34,CO,340.0
13270,NCc1ccc2ccc3cccc4ccc1c2c34,ClC(Cl)Cl,344.0
13276,NNC(=O)CCCc1ccc2ccc3cccc4ccc1c2c34,CO,341.0
13583,O=C(O)CCCc1cc2ccc3cccc4ccc(c1)c2c34,CO,374.0
13584,O=C(O)CCCc1ccc2ccc3cccc4ccc1c2c34,CO,375.0
11471,Cc1ccc2ccc3c(C)cc(C=O)c4ccc1c2c34,CO,405.0
11471,Cc1ccc2ccc3c(C)cc(C=O)c4ccc1c2c34,ClCCl,410.0
11472,Cc1ccc2ccc3c(C)ccc4ccc1c2c43,CCCCCC,344.0
11472,Cc1ccc2ccc3c(C)ccc4ccc1c2c43,CO,344.0
11472,Cc1ccc2ccc3c(C)ccc4ccc1c2c43,ClCCl,346.0
7012,CC[Si](C)(C)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,ClC(Cl)Cl,381.0
7014,CC[Si](CC)(CC)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,ClC(Cl)Cl,381.0
11474,Cc1ccc2ccc3cccc4ccc1c2c34,CO,338.0
11474,Cc1ccc2ccc3cccc4ccc1c2c34,ClCCl,341.0
5422,CCCCNC(=O)CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CCO,370.0
5422,CCCCNC(=O)CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CS(C)=O,373.0
5422,CCCCNC(=O)CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,Cc1ccccc1,374.0
5422,CCCCNC(=O)CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,ClC(Cl)Cl,381.0
5422,CCCCNC(=O)CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,O,373.0
61,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,C1COCCO1,405.0
61,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CC#N,409.0
61,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CCO,413.0
61,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CS(C)=O,419.0
61,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,Cc1ccccc1,407.0
61,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,ClC(Cl)Cl,414.0
61,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,O,421.0
65,C#CCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,C1COCCO1,357.0
65,C#CCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,CC#N,358.0
65,C#CCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,CC(C)=O,359.0
65,C#CCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,CCCCO,366.0
65,C#CCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,CCO,364.0
